id;user;item;answer;correct;moves;responseTime;time
81;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;43800;2017-11-22 20:22:26
82;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;45200;2017-11-22 20:22:27
83;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;47300;2017-11-22 20:22:29
84;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;48400;2017-11-22 20:22:30
85;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;49300;2017-11-22 20:22:31
86;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;50400;2017-11-22 20:22:32
87;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;51350;2017-11-22 20:22:33
88;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;52450;2017-11-22 20:22:34
89;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;53600;2017-11-22 20:22:36
90;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;54300;2017-11-22 20:22:36
91;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;55100;2017-11-22 20:22:37
95;12;22;def print_primes(n):break    for i in range(n):break        print(i)break;0;-1;19450;2017-11-23 10:42:35
96;12;23;def greatest_common_divisor(a, b):break    return 1break;0;-1;13500;2017-11-23 10:51:38
102;12;3;def factorial(n):break    return 1break;0;-1;2550;2017-11-23 14:15:14
112;12;25;def count_a(text):break    return 2break;0;-1;6850;2017-11-23 14:25:57
113;12;26;def censorship(text):break    return "TXjXaXzXrXvX"break;0;-1;51050;2017-11-23 14:30:46
114;12;26;def censorship(text):break    return "TXjXaXzXrXvX"break;0;-1;55100;2017-11-23 14:30:50
115;12;27;def first_letters(text):break    last = " "break    out = ""break    ok = Truebreak    for l in text:break        if last == " " and l != " ":break            out += l + " "                         break        last = lbreak    print(out[:-1])break;1;-1;292750;2017-11-23 14:42:34
116;5622;1;def numbers(n):break    print(n)break;0;-1;800;2017-11-23 14:47:07
117;5622;1;def numbers(n):break    print(n)break;0;-1;2300;2017-11-23 14:47:09
118;12;29;def unique(mylist):break    return list(set(mylist))break;0;-1;9900;2017-11-23 15:00:22
119;12;30;def most_common(mylist):break    return 0break;0;-1;2050;2017-11-23 15:52:22
120;12;31;def find_longest_word(words_list):break    return "prase"break;0;-1;21300;2017-11-23 16:01:37
121;1580268;6;def nonzero_product(numbers):break    return 0break;0;-1;4150;2017-11-23 16:12:16
122;1580268;6;def nonzero_product(numbers):break    return 0break;0;-1;5950;2017-11-23 16:12:18
123;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;32150;2017-11-23 16:52:05
124;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;47400;2017-11-23 16:52:20
125;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;49000;2017-11-23 16:52:22
126;1505204;6;def nonzero_product(numbers):break    return 144break;0;-1;79700;2017-11-23 16:52:54
127;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;71200;2017-11-23 16:54:20
128;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;72650;2017-11-23 16:54:22
129;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73200;2017-11-23 16:54:23
130;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73600;2017-11-23 16:54:23
131;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73850;2017-11-23 16:54:23
132;5622;1;def numbers(n):break    print(n)break;0;-1;2050;2017-11-23 17:33:01
133;1370893;6;def nonzero_product(numbers):break    return 0break;0;-1;13000;2017-11-23 18:04:23
134;1439349;6;print(nonzero_product(4, 0, 2, 0, 0, 3):break   break;0;-1;190800;2017-11-23 19:48:23
135;1439349;6;print(nonzero_product([0, 2, 3, 1, 8, 3]))break;0;-1;279050;2017-11-23 19:49:51
136;1466867;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;21150;2017-11-23 19:54:35
137;1466867;8;def square(n): for i in rangebreak    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;34350;2017-11-23 19:57:36
138;1426035;6;def nonzero_product(numbers):break    return 0break;0;-1;6500;2017-11-23 20:08:30
139;1426035;6;def nonzero_product(numbers):break    return 0breakjewvkekae;0;-1;25200;2017-11-23 20:08:49
154;1512495;10;def pyramid(n):break    for i in range(n):break        print("#", end=" ")break    print()	break;0;-1;62900;2017-11-24 08:30:57
155;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;35600;2017-11-24 09:34:23
156;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;45650;2017-11-24 09:34:33
157;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;47350;2017-11-24 09:34:35
158;1582309;6;023183breakbreak;0;-1;80400;2017-11-24 09:35:08
160;12;7;def divisors(n):break    print(1)break;0;-1;13300;2017-11-24 12:45:48
161;12;8;def square(n):break    for i in range(n):break        for j in range(n):break        	print("#", end=" ")            break        print();0;-1;53450;2017-11-24 13:09:13
162;12;8;def square(n):break    for i in range(n):break        for j in range(n):break        	print("#", end=" ")            break        print();0;-1;106750;2017-11-24 13:10:06
163;12;8;def square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();0;-1;142600;2017-11-24 13:10:42
164;12;18;def digit_sum(n):    break    s = 0break    while n > 0:break        s += n % 10break        n = n // 10break    return sbreak;1;-1;23350;2017-11-24 13:12:17
165;12;14;def palindrom(text):break    return text == text[::-1]break;1;-1;10300;2017-11-24 13:12:39
166;12;9;def empty_square(n):break    for i in range(n):break        for j in range(n):break            if i == 0 or j == 0 or i == n -1 or j == n -1:break                print("#", end=" ")break            else:break                print(".", end=" ")break;0;-1;26400;2017-11-24 13:13:19
178;12;32;def near_fifty(n):break    return Falsebreak;0;-1;2850;2017-11-24 15:58:32
179;12;32;def near_fifty(n):break    return abs(n-50) <10break;0;-1;23000;2017-11-24 15:58:52
180;12;32;def near_fifty(n):break    return abs(n-50) <=10break;0;-1;29200;2017-11-24 15:58:58
181;12;32;def near_fifty(n):break    return abs(n-50) <=10 or abs(n-150)<10break;1;-1;39100;2017-11-24 15:59:08
182;12;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;5150;2017-11-24 15:59:41
183;12;34;def multiples(n):break    print("Dvojnasobek", 2*n)break    print("Trojnasobek",3* n)break    print("Desetinasobek",10* n)break;1;-1;19800;2017-11-24 16:04:41
185;1433971;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;50100;2017-11-24 17:38:12
187;1536679;6;def nonzero_product(numbers):break    return 0break;0;-1;8400;2017-11-24 20:36:09
189;1536679;1;def numbers(n):10break    break    print(n)break;0;-1;11550;2017-11-24 21:52:23
190;1536679;1;def numbers(n):10break    break    print(n)3break    break;0;-1;19000;2017-11-24 21:52:30
191;5622;1;def numbers(n):break    print(n)break;0;-1;9700;2017-11-24 23:23:45
192;709346;32;def breaknear_fifty(n):break    return Falsebreaktruebreak;0;-1;22850;2017-11-25 11:00:57
193;709346;32;def breaknear_fifty(n):break    return Falsebreaktruebreak;0;-1;32500;2017-11-25 11:01:07
194;709346;32;def near_fifty(n):breaknear_fifty(n)breakbreak;0;-1;37250;2017-11-25 11:01:58
195;709346;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;8150;2017-11-25 11:02:13
196;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;26350;2017-11-25 11:15:57
197;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;28050;2017-11-25 11:15:58
198;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()breaksquare(n)break;0;-1;93750;2017-11-25 11:17:04
199;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()breaksquare(5)break      break;0;-1;106750;2017-11-25 11:17:17
200;709346;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;8350;2017-11-25 11:17:37
201;709346;4;def alphabet(n):break    for i in range(n):break        print('ABCDEFGHIJ')break;0;-1;77400;2017-11-25 11:18:46
202;709346;1;def numbers(n):break    print(1)break    print(2)break    print(3)break    print(4)break    print(5)break    print(6)break    print(7)break    print(8)break    print(9)break    print(10)break;0;-1;90500;2017-11-25 11:33:30
203;709346;1;def numbers(n):break    print(1)break    print(2)break    print(3)break    print(4)break    print(5)break    print(6)break    print(7)break    print(8)break    print(9)break    print(10)break;0;-1;107100;2017-11-25 11:33:47
204;709346;1;def numbers(n):break    print(12345678910)break;0;-1;13750;2017-11-25 11:34:35
258;1576625;32;def near_fifty(n):break    return Falsenjkbshcjbykcb break;0;-1;27750;2017-11-26 16:29:51
259;1576625;32;def near_fifty(n):break    return Falsenjkbshcjbykcb break;0;-1;28100;2017-11-26 16:29:51
260;1576625;32;def near_fifty(n):break    return Falsenjkbshcjbykcb break;0;-1;28550;2017-11-26 16:29:52
261;1576625;32;def near_fifty(n):break    return Falsenjkbshcjbykcb break;0;-1;28750;2017-11-26 16:29:52
262;1576625;32;def near_fifty(n):break    return Falsenjkbshcjbykcb break;0;-1;30550;2017-11-26 16:29:54
270;12;33;def impose_fine(age, beer):break    return age < 18 and beer;1;-1;16050;2017-11-27 16:00:46
271;12;8;def square(n):break    for i in range(n):break        print("# "*n)break    print()break;1;-1;11350;2017-11-27 16:01:07
275;1608134;32;truebreakfalsebreakfalsebreaktruebreak;0;-1;111300;2017-11-27 18:04:55
276;1511641;1;def numbers(n):break    print(n)break;0;-1;13150;2017-11-27 19:03:16
277;1511641;1;def numbers(n):break    print(n)break;0;-1;14700;2017-11-27 19:03:17
278;1413202;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;2850;2017-11-27 19:25:40
279;1413202;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;16900;2017-11-27 19:25:54
280;1608411;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;5850;2017-11-27 19:31:30
281;1608411;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;26500;2017-11-27 19:31:50
282;1608411;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;48250;2017-11-27 19:32:13
285;899590;33;def impose_fine(111×××//úú)())úú))))))))(()))break;0;-1;64700;2017-11-28 17:35:41
291;1615290;1;def numbers(n):break    for i in range (0, n):break        i = i + 1break        print (i)break;1;-1;179200;2017-11-29 11:37:39
292;748184;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;18450;2017-11-29 13:21:26
293;748184;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;34900;2017-11-29 13:21:43
294;770072;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;21300;2017-11-29 13:33:01
295;12;7;def divisors(n):break    for i in range(1, n+1):break        if n % i == 0: break            print(i)break;1;-1;27350;2017-11-29 13:40:10
296;12;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j, end=" ")break        print()break;0;-1;9250;2017-11-29 13:52:44
297;12;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j+1, end=" ")break        print()break;1;-1;16000;2017-11-29 13:52:51
298;12;36;def products(n):break    for row in range(n):break        for col in range(n):break            print((row+1) * (col+1), end=" ")break        print()break;1;-1;26700;2017-11-29 14:10:14
299;12;37;def stars(n):break    for i in range(n):break        print("*", end="")break        if i == 5:break            print("|", end="")break    print()break;0;-1;3300;2017-11-29 14:17:39
300;12;37;def stars(n):break    for i in range(n):break        print("*", end="")break        if (i+1) % 5 == 0:break            print("|", end="")break    print()break;1;-1;21050;2017-11-29 14:17:57
301;12;38;def cross(n):    break    for i in range(3*n):break        for j in range(3*n):break            if i // n == 1 or j // n == 1:break                print("#", end="")break            else:break                print(".", end="")break        print()brea;1;-1;14950;2017-11-29 14:33:04
305;1376771;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;80250;2017-11-29 17:25:21
323;1390111;34;def multiples(n):14breakdef print("Dvojnasobek", n) 221break;0;-1;54550;2017-11-30 10:35:28
373;1619030;34;def multiples(n):break    print("Dvojnasobek", n * 2)break    print("Trojnásobek", n * 3)break    print("Desetinásobek", n * 10)break;0;-1;71000;2017-11-30 12:37:35
374;1619030;34;def multiples(n):break    print("Dvojnasobek", n * 2)break    print("Trojnasobek", n * 3)break    print("Desetinasobek", n * 10)break;1;-1;89250;2017-11-30 12:37:53
380;1619049;1;def numbers(n):break    for i in range(1,n+1):break       print(i)breakbreak;1;-1;52300;2017-11-30 12:46:51
382;1619049;2;def fibonacci(n):break    actual = 0break    previous = 1break    for i in range(n):break        actual = actual + previousbreak        previous = actual - previousbreak        print(actual)break;1;-1;88700;2017-11-30 12:48:24
384;1619030;32;def near_fifty(n):break  desat = abs(50 - n)break  sto = abs(150 - n)break  if n < 100:break    return bool(desat >= 0 and desat <= 10)break  else:break    return bool(sto >= 0 and sto <= 10)break;1;-1;404250;2017-11-30 12:48:43
386;1619049;3;def factorial(n):break    a = 1break    for i in range(1, n+1):break        a *= ibreak    return abreak;1;-1;64500;2017-11-30 12:49:31
387;1619030;33;def impose_fine(age, beer):break    return bool(age < 19 and beer)break;1;-1;70550;2017-11-30 12:49:57
390;1619030;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j+1, end=" ")break        print()break;1;-1;100600;2017-11-30 12:52:01
392;1619030;36;def products(n):break    for row in range(n):break        for col in range(n):break            print((row+1) * (col+1), end=" ")break        print()break;1;-1;74550;2017-11-30 12:53:18
393;1619078;34;def multiples(n):break    print("Dvojnasobek", n * 2)break	print("Trojnasobek", n * 3)break    print("Desetinasobek", n * 10);0;-1;34150;2017-11-30 12:55:35
396;1619030;37;def stars(n):break    for i in range(n+1):break        if i%5==0 and i is not 0 :break            print("|", end="")break        else:break        	print("*", end="")break    print()break;0;-1;163400;2017-11-30 12:56:05
397;1619030;37;def stars(n):break    for i in range(n+1):break        if i%5==0 and i is not 0 :break            print("|", end="")break            i -= 1break        else:break        	print("*", end="")break    print()break;0;-1;250800;2017-11-30 12:57:33
398;1619078;34;def multiples(n):break    print("Dvojnasobek", n * 2)break    print("Trojnasobek", n * 3)break    print("Desetinasobek", n * 10)break;1;-1;39650;2017-11-30 12:57:35
401;1619078;32;def near_fifty(n):break    break    if abs(n - 50) <= 10 or abs(n - 150) <= 10:break        return Truebreak    else:break    	return Falsebreak;1;-1;58450;2017-11-30 12:58:35
402;1619078;33;def impose_fine(age, beer):break    break    if age < 18 and beer:break        return Truebreak    else:break    	return Falsebreak;1;-1;35700;2017-11-30 12:59:15
404;1619030;37;def stars(n):break    for i in range(n):break        if (i+1)%5==0 and i is not 0 :break            print("*|", end="")break        else:break        	print("*", end="")break    print()break;1;-1;656150;2017-11-30 13:04:18
405;1619078;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j + 1, end=" ")break        print()break;1;-1;145500;2017-11-30 13:04:43
407;1619078;36;def products(n):break    for row in range(n):break        for col in range(n):break            print((row + 1) * (col + 1), end=" ")break        print()break;1;-1;195650;2017-11-30 13:08:01
408;1619078;37;def stars(n):break    for i in range(1, n + 1):break        print("*", end="")break        if i % 5 == 0:break            print("|", end="")break    print()break;1;-1;214800;2017-11-30 13:12:49
411;1619078;38;def cross(n):    break    for i in range(3*n):break        for j in range(3*n):break            if (i >= n and i < (n + n)) or j >= n and j < n + n:break                print("#", end="")break            else:break                print(".", end="")br;1;-1;294650;2017-11-30 13:17:56
412;1619078;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j + 1, end=" ")break        print()break;1;-1;38000;2017-11-30 13:18:36
415;1619078;1;def numbers(n):break   break    for i in range (1, n + 1):break        print(i)break;1;-1;109500;2017-11-30 13:23:51
419;1619074;34;def multiples(n):break    print("Dvojnasobek", n*2)break    print("Trojnasobek", n*3)break    print("Desetinasobek", n*10)break;1;-1;155700;2017-11-30 13:31:21
442;1619078;2;def fibonacci(n):break    a = 1break 	b = 2break    for i in range(n):break        a = a + bbreak        print(b)break    	  break;0;-1;137250;2017-11-30 13:51:28
443;1619250;35;def sequences(n):break    for i in range(n+1):break        for j in range(1, i+1):break            print(j, end=" ")break        print()break;1;-1;109300;2017-11-30 13:55:48
444;1619250;36;def products(n):break    for row in range(1, n+1):break        for col in range(1, n+1):break            print(row * col, end=" ")break        print()break;1;-1;163200;2017-11-30 13:58:38
445;1619250;37;def stars(n):break    for i in range(1,n+1):break        print("*", end="")break        if i % 5 == 0:break            print("|", end="")break    print()break;1;-1;53000;2017-11-30 13:59:37
446;1619078;2;def fibonacci(n):	break    break    b = 1break    a = 1break	break    print(a)break    print(b)break    for i in range(n - 2):break        c = bbreak        b = a + bbreak        a = cbreak        print(b);1;-1;487200;2017-11-30 14:00:49
447;1619078;3;def factorial(n):break    if n == 1:break    	return 1break    else:break        return n * factorial(n-1)break;1;-1;264450;2017-11-30 14:13:19
448;1619078;7;def divisors(n):break    break    for i in range(1, n + 1):break        if n % i == 0:break    		print(i)break;1;-1;144350;2017-11-30 14:15:47
462;1619078;18;def digit_sum(n):break    break    return sum(list(map(int, list(str(n)))))break    break;1;-1;371800;2017-11-30 14:35:21
503;1619508;33;def impose_fine(age, beer):break    return age < 18 and beerbreak;1;-1;59750;2017-11-30 15:26:31
539;1619896;34;def multiples(n):break    print("Dvojnasobek", 2 * n)break    print("Trojnasobek", 3 * n)break    print("Desetinasobek", 10 * n)break;1;-1;44300;2017-11-30 17:01:19
540;1619896;32;def near_fifty(n):break    if (n >= 40 and n <= 60) or (n >= 140 and n <= 160):break        return Truebreak    return Falsebreak;1;-1;178750;2017-11-30 17:05:33
541;1619896;33;def impose_fine(age, beer):break    if age < 18 and beer:break        return Truebreak    return Falsebreak;1;-1;79550;2017-11-30 17:07:13
544;1619896;35;def sequences(n):break    for i in range(n):break        for j in range(i+1):break            print(j + 1, end=" ")break        print()break;1;-1;138350;2017-11-30 17:09:52
550;1619896;36;def products(n):break    for row in range(n):break        for col in range(1, n + 1):break            print(row * col + col, end=" ")break        print()break;1;-1;418250;2017-11-30 17:16:55
553;1619896;37;def stars(n):break    for i in range(1, n + 1):break        print("*", end="")break        if i % 5 == 0:break            print("|", end="")break    print()break;1;-1;92900;2017-11-30 17:19:41
556;1619896;38;def cross(n):    break    for i in range(3*n):break        for j in range(3*n):break            if (i < (3*n - n) and i > (n - 1)) or (j < (3*n - n) and j > (n - 1)):break                print("#", end="")break            else:break                pr;1;-1;517650;2017-11-30 17:28:25
557;1619896;1;def numbers(n):break    for i in range(1, n + 1):break        print(i)break;1;-1;51950;2017-11-30 17:30:39
563;1619896;2;def fibonacci(n):break    b = 0break    c = 1break    for i in range(n):break        print(c)break        a = bbreak        b = cbreak        c = a + bbreak;1;-1;317600;2017-11-30 17:42:00
564;1619896;3;def factorial(n):break    f = 1break    for i in range(1, n + 1):break        f *= ibreak    return fbreak;1;-1;64050;2017-11-30 17:43:06
566;1619896;7;def divisors(n):break    for i in range(1, n + 1):break        if n % i == 0:break            print(i)break;1;-1;73600;2017-11-30 17:44:23
569;1619896;18;def digit_sum(n):break    sum = n % 10break    while n // 10 > 0:break        n = n // 10break        sum += n % 10break    return sumbreak;1;-1;174000;2017-11-30 17:51:00
570;1619896;20;def divisors_count(n):break    counter = 0break    for i in range (1, n + 1):break        if n % i == 0:break            counter += 1break    return counterbreak;1;-1;81050;2017-11-30 17:52:23
571;1619896;21;def powers(base, n):break    for i in range(1, n + 1):break        print(base**i)break;1;-1;66200;2017-11-30 17:53:32
573;1415225;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;5600;2017-11-30 17:54:28
576;1619896;22;def is_prime(i):break    for j in range(2, i):break        if i % j == 0:break            return Falsebreak    return Truebreakbreakdef print_primes(n):break    i = 2break    while n > 0:break        if is_prime(i):break            print(i)break;1;-1;259750;2017-11-30 17:57:56
577;1619896;23;def greatest_common_divisor(a, b):break    if a == b:break        return abreak    if b > a:break        a, b = b, abreak    return greatest_common_divisor(a - b, b)break    break;1;-1;194500;2017-11-30 18:01:13
590;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;165100;2017-11-30 18:30:03
592;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;184650;2017-11-30 18:30:22
593;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;185850;2017-11-30 18:30:23
594;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;186200;2017-11-30 18:30:24
595;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;186450;2017-11-30 18:30:24
596;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;186800;2017-11-30 18:30:24
597;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;187050;2017-11-30 18:30:25
598;1415225;34;def multiples(n):break    print("Dvojnasobek", n)breakmultiples;0;-1;186600;2017-11-30 18:30:25
702;1620019;35;def sequences(n):break    for i in range(n):break        for j in range(1, i+2):break            print(j, end=" ")break        print()break;1;-1;129900;2017-11-30 23:10:38
708;1620019;36;def products(n):break    for row in range(n):break        value = 1break        for col in range(n):break            value += rowbreak            print(value + col, end=" ")break        print()break;1;-1;793300;2017-11-30 23:24:14
709;1620019;37;def stars(n):break    for i in range(1, n+1):break        print("*", end="")break        if i % 5 == 0:break            print("|", end="")break    print()break;1;-1;160450;2017-11-30 23:26:53
718;1620867;33;def impose_fine(age, beer):break    nezletily = 18break    if (age < nezletily) and beer:break        return Truebreak    else:break    	return Falsebreak;1;-1;38250;2017-11-30 23:40:36
720;1620867;32;def near_fifty(n):break    if (n >= 40) and (n < 60) or (n >140) and (n <= 160)break    	return Truebreak    else:break    	return Falsebreak;0;-1;107850;2017-11-30 23:42:39
721;1620867;32;def near_fifty(n):break    if (n >= 40) and (n <= 60) or (n >=140) and (n <= 160):break    	return Truebreak    else:break    	return Falsebreak;1;-1;123550;2017-11-30 23:42:54
722;1620019;38;def cross(n):    break    for i in range(3*n):break        for j in range(3*n):break            if (3*n) // 2 - n // 2 - 1 < i < (3*n) // 2 + n // 2 or (3*n) // 2 - n // 2 - 1 < j < (3*n) // 2 + n // 2:break                print("#", end="")break;0;-1;945800;2017-11-30 23:44:11
723;1620867;34;def multiples(n):break    dva = 2break    tri = 3break    deset = 10break    for i in range(n+1):break        n = i*dvabreak        o = i*tribreak        q = i*desetbreak    print("Dvojnasobek", n)break	print("Trojnasobek", o)break    print("Desetina;0;-1;115250;2017-11-30 23:44:52
724;1620867;34;def multiples(n):break    dva = 2break    tri = 3break    deset = 10break    for i in range(n+1):break        n = i*dvabreak        o = i*tribreak        q = i*desetbreak    print("Dvojnasobek", n)break	print("Trojnasobek", o)break    print("Desetina;0;-1;230200;2017-11-30 23:46:47
726;1620867;34;def multiples(n):break    dva = 2break    tri = 3break    deset = 10break    for i in range(n+1):break        n = i*dvabreak        o = i*tribreak        q = i*desetbreak    print("Dvojnasobek", n)break    print("Trojnasobek", o)break    print("Deset;1;-1;277950;2017-11-30 23:49:05
761;1619896;8;def square(n):break    for i in range(n):break        print("# " * n, end=" ")break        print()breakbreak;1;-1;67200;2017-12-01 09:09:24
762;1621668;23;import mathbreakbreakdef greatest_common_divisor(a, b):break    c=1break    lst=[]break    temp=1break    try:break        for asdf in range(a):break            if a/temp == math.ceil(a/temp):break                lst.append(temp)break            temp;0;-1;221850;2017-12-01 09:14:54
763;1621668;23;import mathbreakbreakdef greatest_common_divisor(a, b):break    c=1break    lst=[]break    temp=1break    try:break        for asdf in range(a):break            if a/temp == math.ceil(a/temp):break                lst.append(temp)break            temp;1;-1;342100;2017-12-01 09:16:55
764;1621668;34;def multiples(n):break    print("Dvojnasobek", n*2)break    print("Trojnasobek", n*3)break	print("Desetinasobek", n*10);0;-1;169750;2017-12-01 09:20:37
765;1621668;34;def multiples(n):break    print("Dvojnasobek", n*2)break    print("Trojnasobek", n*3)break	print("Desetinasobek" + str(n*10));0;-1;331450;2017-12-01 09:23:19
766;1621668;34;def multiples(n):break    print("Dvojnasobek", n*2)break    print("Trojnasobek", n*3)break	print("Desetinasobek" + str(n*10));0;-1;332600;2017-12-01 09:23:20
